WordInds,LexSemErr,ONsize,Frequency,Concreteness,ItemCrossedThreshold,Cloze_name,Cloze_code,Word
90.0,257.2578335009522,4.0,0.060292291,-1.0,1.0,low_cloze,0.0006333122229259025,cute
91.0,316.59254904960534,15.0,0.007163298,-1.0,1.0,low_cloze,0.0006333122229259025,sate
92.0,313.8270615903268,11.0,0.041550728,1.0,1.0,low_cloze,0.0006333122229259025,tuck
93.0,246.7122095335957,2.0,0.045161174,1.0,1.0,low_cloze,0.0006333122229259025,eats
94.0,282.6364021380656,5.0,0.019742265,-1.0,1.0,low_cloze,0.0006333122229259025,spew
95.0,294.2332175804819,8.0,0.008588758,1.0,1.0,low_cloze,0.0006333122229259025,eave
96.0,313.3246809272601,9.0,0.040393441,1.0,1.0,low_cloze,0.0006333122229259025,cunt
97.0,356.9369648369336,14.0,0.007163298,1.0,1.0,low_cloze,0.0006333122229259025,slat
98.0,259.6476867509471,3.0,0.045222368,1.0,1.0,low_cloze,0.0006333122229259025,hawk
99.0,233.97568760597065,2.0,0.018379799,1.0,1.0,low_cloze,0.0006333122229259025,waxy
100.0,295.55289704049073,8.0,0.042052879,-1.0,1.0,low_cloze,0.0006333122229259025,rank
101.0,246.36863637882144,3.0,0.048282068,-1.0,1.0,low_cloze,0.0006333122229259025,june
102.0,273.52705869864485,6.0,0.032808985,-1.0,1.0,low_cloze,0.0006333122229259025,reap
103.0,219.49405165258977,2.0,0.020903151,-1.0,1.0,low_cloze,0.0006333122229259025,awry
104.0,266.8085477467599,8.0,0.038820396,-1.0,1.0,low_cloze,0.0006333122229259025,fade
105.0,216.1878656256453,1.0,0.044954194,1.0,1.0,low_cloze,0.0006333122229259025,item
106.0,257.35663441709323,2.0,0.016727561,-1.0,1.0,low_cloze,0.0006333122229259025,airy
107.0,319.4212967692704,12.0,0.031180144,1.0,1.0,low_cloze,0.0006333122229259025,vine
108.0,265.8922070535148,3.0,0.037020572,-1.0,1.0,low_cloze,0.0006333122229259025,cult
109.0,321.3987533619527,12.0,0.045810911,1.0,1.0,low_cloze,0.0006333122229259025,sail
110.0,305.29887399155075,11.0,0.024841166,-1.0,1.0,low_cloze,0.0006333122229259025,fend
111.0,262.1534328555722,1.0,0.015210309,1.0,1.0,low_cloze,0.0006333122229259025,peso
112.0,291.9081181442367,6.0,0.021912853,-1.0,1.0,low_cloze,0.0006333122229259025,sped
113.0,320.6923487857093,11.0,0.036741599,1.0,1.0,low_cloze,0.0006333122229259025,mold
114.0,194.14331661452587,1.0,0.064854844,-1.0,1.0,low_cloze,0.0006333122229259025,whoa
115.0,322.3451356298944,7.0,0.026714782,1.0,1.0,low_cloze,0.0006333122229259025,blob
116.0,304.66990629744066,11.0,0.044531236,-1.0,1.0,low_cloze,0.0006333122229259025,lend
117.0,303.9864918972031,4.0,0.00979284,1.0,1.0,low_cloze,0.0006333122229259025,glob
118.0,232.35172736750073,0.0,0.03837224,1.0,1.0,low_cloze,0.0006333122229259025,nova
119.0,206.9357179476503,1.0,0.017998236,-1.0,1.0,low_cloze,0.0006333122229259025,ogle
120.0,205.37605990122069,0.0,0.026320621,1.0,1.0,low_cloze,0.0006333122229259025,afro
121.0,330.4020198682251,10.0,0.017998236,1.0,1.0,low_cloze,0.0006333122229259025,wort
122.0,313.31791848694826,11.0,0.012580767,-1.0,1.0,low_cloze,0.0006333122229259025,seep
123.0,318.954813541214,15.0,0.040784003,-1.0,1.0,low_cloze,0.0006333122229259025,bent
124.0,251.0860489744386,3.0,0.053154191,-1.0,1.0,low_cloze,0.0006333122229259025,whom
125.0,270.5542771947747,4.0,0.039218157,1.0,1.0,low_cloze,0.0006333122229259025,nude
126.0,254.45275833052438,1.0,0.014006227,-1.0,1.0,low_cloze,0.0006333122229259025,peon
127.0,296.1174042177591,9.0,0.044333255,1.0,1.0,low_cloze,0.0006333122229259025,cock
128.0,285.9866139068906,3.0,0.010836738,1.0,1.0,low_cloze,0.0006333122229259025,alum
129.0,282.545121930289,6.0,0.013325894,-1.0,1.0,low_cloze,0.0006333122229259025,clad
130.0,275.061120026039,3.0,0.038928385,1.0,1.0,low_cloze,0.0006333122229259025,toad
131.0,323.247158427808,10.0,0.038314645,1.0,1.0,low_cloze,0.0006333122229259025,sole
132.0,349.6069620505073,15.0,0.030960566,1.0,1.0,low_cloze,0.0006333122229259025,bale
133.0,314.08470406196886,14.0,0.047407354,-1.0,1.0,low_cloze,0.0006333122229259025,tone
134.0,260.93663264727513,3.0,0.027791076,-1.0,1.0,low_cloze,0.0006333122229259025,duly
135.0,219.0222057279288,1.0,0.048906607,-1.0,1.0,low_cloze,0.0006333122229259025,earl
136.0,287.87864769162445,5.0,0.040805601,1.0,1.0,low_cloze,0.0006333122229259025,dorm
137.0,295.12616744082345,7.0,0.030499811,1.0,1.0,low_cloze,0.0006333122229259025,fang
138.0,280.9542412773902,7.0,0.05755116,-1.0,1.0,low_cloze,0.0006333122229259025,crap
139.0,309.76159381199443,10.0,0.031394323,-1.0,1.0,low_cloze,0.0006333122229259025,sank
140.0,220.27784082333034,0.0,0.020345206,1.0,1.0,low_cloze,0.0006333122229259025,magi
141.0,304.88957998304465,10.0,0.040827199,1.0,1.0,low_cloze,0.0006333122229259025,tick
142.0,240.31656703887612,1.0,0.040742607,-1.0,1.0,low_cloze,0.0006333122229259025,glen
143.0,250.58232790632215,4.0,0.016254207,-1.0,1.0,low_cloze,0.0006333122229259025,axed
144.0,278.57492518949846,6.0,0.027330322,-1.0,1.0,low_cloze,0.0006333122229259025,posh
145.0,335.61626205752304,14.0,0.031252137,1.0,1.0,low_cloze,0.0006333122229259025,tack
146.0,219.46101256662132,1.0,0.024162632,1.0,1.0,low_cloze,0.0006333122229259025,zinc
147.0,304.20345733040756,7.0,0.040121668,1.0,1.0,low_cloze,0.0006333122229259025,disk
148.0,239.38320956106523,1.0,0.050670434,1.0,1.0,low_cloze,0.0006333122229259025,data
149.0,258.79014424089416,3.0,0.027677688,-1.0,1.0,low_cloze,0.0006333122229259025,daft
150.0,195.46336590936593,2.0,0.064982632,-1.0,1.0,low_cloze,0.0006333122229259025,able
151.0,273.14663718231714,9.0,0.048184878,-1.0,1.0,low_cloze,0.0006333122229259025,vice
152.0,279.20245509371955,8.0,0.031603103,-1.0,1.0,low_cloze,0.0006333122229259025,goof
153.0,233.9572536783437,1.0,0.020629578,-1.0,1.0,low_cloze,0.0006333122229259025,noun
154.0,287.4402326969877,3.0,0.029668293,1.0,1.0,low_cloze,0.0006333122229259025,gasp
155.0,297.10636931971374,5.0,0.037020572,1.0,1.0,low_cloze,0.0006333122229259025,crow
156.0,300.9632513562186,11.0,0.042106874,-1.0,1.0,low_cloze,0.0006333122229259025,hack
157.0,307.36335709356644,8.0,0.022593186,1.0,1.0,low_cloze,0.0006333122229259025,fowl
158.0,227.95652627387912,1.0,0.05734238,-1.0,1.0,low_cloze,0.0006333122229259025,lots
159.0,343.1791758995161,16.0,0.044169471,1.0,1.0,low_cloze,0.0006333122229259025,boot
160.0,207.27939018978523,1.0,0.020345206,-1.0,1.0,low_cloze,0.0006333122229259025,anti
161.0,295.59198781364256,4.0,0.02500315,1.0,1.0,low_cloze,0.0006333122229259025,font
162.0,187.45119412582912,0.0,0.050740627,1.0,1.0,low_cloze,0.0006333122229259025,taxi
163.0,248.1553162495664,4.0,0.057405374,-1.0,1.0,low_cloze,0.0006333122229259025,type
164.0,301.9151281487086,8.0,0.037740501,1.0,1.0,low_cloze,0.0006333122229259025,heap
165.0,310.9596050461517,10.0,0.023219524,-1.0,1.0,low_cloze,0.0006333122229259025,wary
166.0,295.4335465012949,12.0,0.057392776,-1.0,1.0,low_cloze,0.0006333122229259025,west
167.0,290.5947527344887,6.0,0.014630766,1.0,1.0,low_cloze,0.0006333122229259025,nape
168.0,280.6705221609851,4.0,0.016727561,-1.0,1.0,low_cloze,0.0006333122229259025,gait
169.0,220.11255052370535,1.0,0.052682637,-1.0,1.0,low_cloze,0.0006333122229259025,jerk
170.0,286.5908556282836,9.0,0.034349634,-1.0,1.0,low_cloze,0.0006333122229259025,funk
171.0,226.87586644130312,0.0,0.025161534,1.0,1.0,low_cloze,0.0006333122229259025,judo
172.0,309.28177273697236,10.0,0.029122946,1.0,1.0,low_cloze,0.0006333122229259025,gent
173.0,319.296658938845,12.0,0.042592826,1.0,1.0,low_cloze,0.0006333122229259025,reed
174.0,274.49415287955236,2.0,0.039957884,1.0,1.0,low_cloze,0.0006333122229259025,riot
175.0,287.3674412672434,7.0,0.03652562,-1.0,1.0,low_cloze,0.0006333122229259025,dork
176.0,255.910796225217,2.0,0.029841076,1.0,1.0,low_cloze,0.0006333122229259025,gala
177.0,239.61899387634176,0.0,0.050080092,1.0,1.0,low_cloze,0.0006333122229259025,guts
178.0,308.8282732999317,10.0,0.04601969,1.0,1.0,low_cloze,0.0006333122229259025,bush
179.0,298.1537017368634,12.0,0.032260039,-1.0,1.0,low_cloze,0.0006333122229259025,swam
180.0,246.79527100599185,5.0,0.039981282,-1.0,1.0,low_cloze,0.0006333122229259025,vain
181.0,301.55649981177174,7.0,0.031806483,1.0,1.0,low_cloze,0.0006333122229259025,tong
182.0,237.95536992960533,4.0,0.024841166,-1.0,1.0,low_cloze,0.0006333122229259025,vamp
183.0,268.58407186910716,6.0,0.038820396,-1.0,1.0,low_cloze,0.0006333122229259025,doom
184.0,313.2069027639823,14.0,0.044016486,-1.0,1.0,low_cloze,0.0006333122229259025,lame
185.0,207.59361033202532,0.0,0.017598675,1.0,1.0,low_cloze,0.0006333122229259025,oboe
186.0,263.9406172197559,3.0,0.043804107,1.0,1.0,low_cloze,0.0006333122229259025,lamb
187.0,205.92062555633078,1.0,0.050782023,-1.0,1.0,low_cloze,0.0006333122229259025,amen
188.0,305.4727671299402,9.0,0.042265258,1.0,1.0,low_cloze,0.0006333122229259025,beam
189.0,239.00283226777978,3.0,0.010836738,-1.0,1.0,low_cloze,0.0006333122229259025,skew
190.0,295.6388821374275,6.0,0.014630766,-1.0,1.0,low_cloze,0.0006333122229259025,meld
191.0,296.7165634526898,7.0,0.033537913,1.0,1.0,low_cloze,0.0006333122229259025,moss
192.0,253.6855952088343,3.0,0.049264772,-1.0,1.0,low_cloze,0.0006333122229259025,deny
193.0,279.4687238656472,3.0,0.028010655,1.0,1.0,low_cloze,0.0006333122229259025,gout
194.0,278.29450215000594,6.0,0.026047047,-1.0,1.0,low_cloze,0.0006333122229259025,pout
195.0,235.6379778035138,2.0,0.027791076,-1.0,1.0,low_cloze,0.0006333122229259025,alto
196.0,207.43527872536006,0.0,0.044700419,1.0,1.0,low_cloze,0.0006333122229259025,jazz
197.0,298.76756668890687,8.0,0.04449344,1.0,1.0,low_cloze,0.0006333122229259025,porn
198.0,321.95715648625844,15.0,0.036741599,-1.0,1.0,low_cloze,0.0006333122229259025,dine
199.0,319.972776160394,10.0,0.030499811,1.0,1.0,low_cloze,0.0006333122229259025,dart
200.0,218.11746827196097,3.0,0.012580767,-1.0,1.0,low_cloze,0.0006333122229259025,boxy
201.0,278.73481321516806,8.0,0.026842569,-1.0,1.0,low_cloze,0.0006333122229259025,bony
202.0,284.4743335415516,4.0,0.030341427,1.0,1.0,low_cloze,0.0006333122229259025,moan
203.0,254.35832129443253,2.0,0.036036068,1.0,1.0,low_cloze,0.0006333122229259025,bulb
204.0,249.67091779723174,2.0,0.046685625,-1.0,1.0,low_cloze,0.0006333122229259025,diet
205.0,324.85211801843855,13.0,0.044045284,1.0,1.0,low_cloze,0.0006333122229259025,lick
206.0,350.3831025445006,15.0,0.026047047,1.0,1.0,low_cloze,0.0006333122229259025,soot
207.0,291.7020966484291,9.0,0.050645237,-1.0,1.0,low_cloze,0.0006333122229259025,hire
208.0,268.15933724051,4.0,0.00979284,-1.0,1.0,low_cloze,0.0006333122229259025,laud
209.0,261.96279595080244,4.0,0.051881716,-1.0,1.0,low_cloze,0.0006333122229259025,gosh
210.0,309.41251592831406,7.0,0.031252137,1.0,1.0,low_cloze,0.0006333122229259025,snot
211.0,276.13492501763,7.0,0.044928997,-1.0,1.0,low_cloze,0.0006333122229259025,tend
212.0,310.06559448922906,11.0,0.028932165,-1.0,1.0,low_cloze,0.0006333122229259025,toot
213.0,184.0718122684246,0.0,0.017175717,1.0,1.0,low_cloze,0.0006333122229259025,onyx
214.0,201.68303129217253,0.0,0.045620129,1.0,1.0,low_cloze,0.0006333122229259025,exam
215.0,304.14709703605837,8.0,0.044990191,1.0,1.0,low_cloze,0.0006333122229259025,tire
216.0,326.2388630220888,11.0,0.032808985,1.0,1.0,low_cloze,0.0006333122229259025,dunk
217.0,278.9603569635532,4.0,0.04500279,1.0,1.0,low_cloze,0.0006333122229259025,toss
218.0,275.84369190267876,6.0,0.0214251,-1.0,1.0,low_cloze,0.0006333122229259025,balm
219.0,217.03991757357994,1.0,0.068576879,-1.0,1.0,low_cloze,0.0006333122229259025,each
220.0,305.35927094264565,7.0,0.044662623,1.0,1.0,low_cloze,0.0006333122229259025,slim
221.0,251.4872415454798,2.0,0.02561689,1.0,1.0,low_cloze,0.0006333122229259025,opal
222.0,244.2649359497344,4.0,0.012580767,-1.0,1.0,low_cloze,0.0006333122229259025,volt
223.0,257.60997599081463,6.0,0.0428556,-1.0,1.0,low_cloze,0.0006333122229259025,scan
224.0,300.42275869087706,8.0,0.032004464,-1.0,1.0,low_cloze,0.0006333122229259025,cant
225.0,304.143425777496,5.0,0.023219524,1.0,1.0,low_cloze,0.0006333122229259025,sift
226.0,311.1384409923238,11.0,0.042774608,1.0,1.0,low_cloze,0.0006333122229259025,deed
227.0,277.1880504659722,4.0,0.017998236,-1.0,1.0,low_cloze,0.0006333122229259025,prim
228.0,294.9213398082892,10.0,0.054673242,-1.0,1.0,low_cloze,0.0006333122229259025,form
229.0,220.166109732449,1.0,0.045643527,-1.0,1.0,low_cloze,0.0006333122229259025,blah
230.0,272.1427352494018,6.0,0.031464516,1.0,1.0,low_cloze,0.0006333122229259025,skid
231.0,273.76359031292515,4.0,0.036378035,1.0,1.0,low_cloze,0.0006333122229259025,curb
232.0,313.8901144244873,8.0,0.029216537,1.0,1.0,low_cloze,0.0006333122229259025,lark
233.0,221.29204559506206,2.0,0.02561689,-1.0,1.0,low_cloze,0.0006333122229259025,atop
234.0,289.02989823035375,13.0,0.032629002,-1.0,1.0,low_cloze,0.0006333122229259025,rave
235.0,295.2496004222593,7.0,0.036671406,-1.0,1.0,low_cloze,0.0006333122229259025,lure
236.0,267.0304556349291,3.0,0.050341067,1.0,1.0,low_cloze,0.0006333122229259025,path
237.0,269.9458361376635,3.0,0.017998236,1.0,1.0,low_cloze,0.0006333122229259025,kiln
238.0,206.204228510894,3.0,0.035996472,-1.0,1.0,low_cloze,0.0006333122229259025,whiz
239.0,306.40807315284366,8.0,0.045810911,1.0,1.0,low_cloze,0.0006333122229259025,flow
240.0,267.6691385743352,4.0,0.026320621,-1.0,1.0,low_cloze,0.0006333122229259025,dual
241.0,277.48858032081915,4.0,0.022593186,1.0,1.0,low_cloze,0.0006333122229259025,burr
242.0,286.8943396470901,4.0,0.039192959,1.0,1.0,low_cloze,0.0006333122229259025,glue
243.0,316.42566936841683,12.0,0.029754684,1.0,1.0,low_cloze,0.0006333122229259025,sage
244.0,304.095684297724,10.0,0.052230881,-1.0,1.0,low_cloze,0.0006333122229259025,bond
245.0,342.28958678866775,13.0,0.038654812,1.0,1.0,low_cloze,0.0006333122229259025,slot
246.0,277.8016544064899,5.0,0.046804413,-1.0,1.0,low_cloze,0.0006333122229259025,tune
247.0,292.5910425716799,11.0,0.033208546,-1.0,1.0,low_cloze,0.0006333122229259025,tame
248.0,193.4279593731746,1.0,0.046073685,-1.0,1.0,low_cloze,0.0006333122229259025,debt
249.0,282.95581626765414,9.0,0.033429924,-1.0,1.0,low_cloze,0.0006333122229259025,stat
250.0,297.33786856127847,5.0,0.040951387,1.0,1.0,low_cloze,0.0006333122229259025,monk
251.0,277.7453758758819,4.0,0.012580767,-1.0,1.0,low_cloze,0.0006333122229259025,fiat
252.0,252.44432341433918,2.0,0.030012059,1.0,1.0,low_cloze,0.0006333122229259025,logo
253.0,314.2692716398225,8.0,0.040890193,1.0,1.0,low_cloze,0.0006333122229259025,melt
254.0,273.89118547135604,6.0,0.020903151,1.0,1.0,low_cloze,0.0006333122229259025,kale
255.0,271.0453532974453,6.0,0.045800112,-1.0,1.0,low_cloze,0.0006333122229259025,gain
256.0,258.84486311376037,4.0,0.023797268,-1.0,1.0,low_cloze,0.0006333122229259025,drab
257.0,169.2756200807161,0.0,0.057668149,-1.0,1.0,low_cloze,0.0006333122229259025,upon
258.0,306.77911455023434,9.0,0.024162632,-1.0,1.0,low_cloze,0.0006333122229259025,plop
259.0,305.7070233178985,8.0,0.041136769,1.0,1.0,low_cloze,0.0006333122229259025,bass
260.0,244.19554374745258,2.0,0.027791076,1.0,1.0,low_cloze,0.0006333122229259025,twig
261.0,295.6778599770947,13.0,0.042195065,-1.0,1.0,low_cloze,0.0006333122229259025,fame
262.0,316.6959162069607,7.0,0.021671676,1.0,1.0,low_cloze,0.0006333122229259025,kilt
263.0,284.1238363747162,4.0,0.042387646,1.0,1.0,low_cloze,0.0006333122229259025,dial
264.0,255.18945731727558,5.0,0.047796116,1.0,1.0,low_cloze,0.0006333122229259025,jean
265.0,329.2451326807553,12.0,0.045481543,1.0,1.0,low_cloze,0.0006333122229259025,pile
266.0,265.25092577332913,5.0,0.025467504,1.0,1.0,low_cloze,0.0006333122229259025,yawn
267.0,249.64547084202718,2.0,0.02744911,-1.0,1.0,low_cloze,0.0006333122229259025,feud
268.0,296.79724397367073,11.0,0.028331024,-1.0,1.0,low_cloze,0.0006333122229259025,rite
269.0,293.1160171917475,7.0,0.028636994,1.0,1.0,low_cloze,0.0006333122229259025,haze
270.0,267.9014965051756,7.0,0.048379259,-1.0,1.0,low_cloze,0.0006333122229259025,ease
271.0,253.3589948652866,4.0,0.050494052,-1.0,1.0,low_cloze,0.0006333122229259025,drew
272.0,278.4634538315665,6.0,0.030260434,1.0,1.0,low_cloze,0.0006333122229259025,lobe
273.0,280.9758391157173,7.0,0.0357193,-1.0,1.0,low_cloze,0.0006333122229259025,pact
274.0,280.32854857593827,3.0,0.043112975,1.0,1.0,low_cloze,0.0006333122229259025,bait
275.0,286.4566849748983,12.0,0.05009989,-1.0,1.0,low_cloze,0.0006333122229259025,wide
276.0,234.77728431895608,3.0,0.010836738,-1.0,1.0,low_cloze,0.0006333122229259025,yelp
277.0,328.9364715512764,14.0,0.045823509,1.0,1.0,low_cloze,0.0006333122229259025,dame
278.0,223.60610049654375,0.0,0.010836738,1.0,1.0,low_cloze,0.0006333122229259025,ovum
279.0,230.08196253164738,3.0,0.05989813,-1.0,1.0,low_cloze,0.0006333122229259025,join
